input,output,type
OP:ECHO;NUM:362325346,362325346,ECHO
OP:ECHO;NUM:339011119,339011119,ECHO
OP:ECHO;NUM:983128557,983128557,ECHO
OP:ECHO;NUM:580194502,580194502,ECHO
OP:ECHO;NUM:875513503,875513503,ECHO
OP:ECHO;NUM:495955635,495955635,ECHO
OP:ECHO;NUM:843210279,843210279,ECHO
OP:ECHO;NUM:922783486,922783486,ECHO
OP:ECHO;NUM:576224530,576224530,ECHO
OP:ECHO;NUM:880636684,880636684,ECHO
OP:ECHO;NUM:196043661,196043661,ECHO
OP:ECHO;NUM:876897342,876897342,ECHO
OP:ECHO;NUM:257034317,257034317,ECHO
OP:ECHO;NUM:363934568,363934568,ECHO
OP:ECHO;NUM:303678380,303678380,ECHO
OP:ECHO;NUM:52363975,52363975,ECHO
OP:ECHO;NUM:148611529,148611529,ECHO
OP:ECHO;NUM:502985697,502985697,ECHO
OP:ECHO;NUM:184290494,184290494,ECHO
OP:ECHO;NUM:84164887,84164887,ECHO
OP:ECHO;NUM:870846751,870846751,ECHO
OP:ECHO;NUM:546198058,546198058,ECHO
OP:ECHO;NUM:153072997,153072997,ECHO
OP:ECHO;NUM:814857930,814857930,ECHO
OP:ECHO;NUM:2999156,2999156,ECHO
OP:ECHO;NUM:373437505,373437505,ECHO
OP:ECHO;NUM:766248557,766248557,ECHO
OP:ECHO;NUM:206002682,206002682,ECHO
OP:ECHO;NUM:408065577,408065577,ECHO
OP:ECHO;NUM:294636669,294636669,ECHO
OP:ECHO;NUM:0,0,ECHO
OP:XOR;NUM:81754996;NUM:426589459,498222695,XOR
OP:XOR;NUM:88946255;NUM:179475627,268411620,XOR
OP:XOR;NUM:178779991;NUM:617671264,779558199,XOR
OP:XOR;NUM:178858933;NUM:968939598,862581755,XOR
OP:XOR;NUM:203557559;NUM:517783383,318682592,XOR
OP:XOR;NUM:230469288;NUM:472689934,294650790,XOR
OP:XOR;NUM:279993127;NUM:233514038,492535569,XOR
OP:XOR;NUM:282939523;NUM:287473222,33500869,XOR
OP:XOR;NUM:290313644;NUM:587187841,867308333,XOR
OP:XOR;NUM:294784941;NUM:146144700,422048273,XOR
OP:XOR;NUM:316651515;NUM:166676046,456192437,XOR
OP:XOR;NUM:325003633;NUM:575157406,823598575,XOR
OP:XOR;NUM:396322115;NUM:884696621,589562734,XOR
OP:XOR;NUM:445052147;NUM:269944192,177336691,XOR
OP:XOR;NUM:480386093;NUM:104348622,446310371,XOR
OP:XOR;NUM:482025103;NUM:412276451,69847148,XOR
OP:XOR;NUM:501067656;NUM:974484736,667474568,XOR
OP:XOR;NUM:506182888;NUM:958393014,657741406,XOR
OP:XOR;NUM:527850123;NUM:40148010,487769761,XOR
OP:XOR;NUM:531131117;NUM:143713752,389582645,XOR
OP:XOR;NUM:576284900;NUM:665384543,99720891,XOR
OP:XOR;NUM:587887672;NUM:547614479,61446967,XOR
OP:XOR;NUM:587954221;NUM:971329579,451815430,XOR
OP:XOR;NUM:592287786;NUM:704726899,156032857,XOR
OP:XOR;NUM:604124737;NUM:648701149,44585628,XOR
OP:XOR;NUM:606217808;NUM:21667235,627620851,XOR
OP:XOR;NUM:624099845;NUM:867802693,378182720,XOR
OP:XOR;NUM:627891751;NUM:999933451,519378988,XOR
OP:XOR;NUM:635827842;NUM:554366997,82775703,XOR
OP:XOR;NUM:651919069;NUM:630147931,55850374,XOR
OP:XOR;NUM:671304636;NUM:657892632,255192740,XOR
OP:XOR;NUM:698727234;NUM:659385660,250140286,XOR
OP:XOR;NUM:743176387;NUM:478516908,818835055,XOR
OP:XOR;NUM:763454071;NUM:798632611,35342548,XOR
OP:XOR;NUM:822911574;NUM:164689748,953963778,XOR
OP:XOR;NUM:913344107;NUM:610312578,303048681,XOR
OP:XOR;NUM:966577737;NUM:374953109,801479388,XOR
OP:XOR;NUM:968671426;NUM:287277411,681787809,XOR
OP:XOR;NUM:976690425;NUM:923569055,222009190,XOR
OP:XOR;NUM:986534526;NUM:99016814,1059828240,XOR
OP:XOR;NUM:0;NUM:0,0,XOR
OP:XOR;NUM:0;NUM:438812331,438812331,XOR
OP:XOR;NUM:0;NUM:624412994,624412994,XOR
OP:XOR;NUM:966507046;NUM:0,966507046,XOR
OP:XOR;NUM:261529690;NUM:0,261529690,XOR
OP:NOR;NUM:16325699;NUM:78457340,4211261952,NOR
OP:NOR;NUM:22856655;NUM:827341437,3466789888,NOR
OP:NOR;NUM:52139275;NUM:402139930,3892592868,NOR
OP:NOR;NUM:91190474;NUM:254337118,4035971873,NOR
OP:NOR;NUM:100372150;NUM:867548079,3355459648,NOR
OP:NOR;NUM:102379262;NUM:904478871,3355742464,NOR
OP:NOR;NUM:142838235;NUM:497611212,3797157408,NOR
OP:NOR;NUM:203973579;NUM:341713138,3816922116,NOR
OP:NOR;NUM:216014986;NUM:567829313,3523714100,NOR
OP:NOR;NUM:218671459;NUM:883876019,3260093964,NOR
OP:NOR;NUM:281474929;NUM:604676698,3408988292,NOR
OP:NOR;NUM:301542232;NUM:108009871,3892757536,NOR
OP:NOR;NUM:310177100;NUM:620940424,3363902003,NOR
OP:NOR;NUM:342499466;NUM:160338803,3792784388,NOR
OP:NOR;NUM:384736259;NUM:949842786,3238002844,NOR
OP:NOR;NUM:391526243;NUM:49075534,3892381840,NOR
OP:NOR;NUM:517188180;NUM:897703511,3224109480,NOR
OP:NOR;NUM:526429147;NUM:798422787,3221815332,NOR
OP:NOR;NUM:544542818;NUM:900201718,3389522697,NOR
OP:NOR;NUM:545043911;NUM:694554844,3598797344,NOR
OP:NOR;NUM:565402280;NUM:427764767,3321921856,NOR
OP:NOR;NUM:566321676;NUM:636985842,3657964545,NOR
OP:NOR;NUM:590685968;NUM:816143773,3427434594,NOR
OP:NOR;NUM:593579262;NUM:153964968,3566379521,NOR
OP:NOR;NUM:611972947;NUM:437408306,3246655628,NOR
OP:NOR;NUM:619368007;NUM:108599887,3640926640,NOR
OP:NOR;NUM:654959423;NUM:57768148,3632661504,NOR
OP:NOR;NUM:673412151;NUM:972808678,3322153480,NOR
OP:NOR;NUM:692091783;NUM:86517312,3533144120,NOR
OP:NOR;NUM:740392718;NUM:92938860,3528753297,NOR
OP:NOR;NUM:779587608;NUM:902002848,3221751623,NOR
OP:NOR;NUM:815502032;NUM:644871589,3372222474,NOR
OP:NOR;NUM:824914003;NUM:325622549,3432268968,NOR
OP:NOR;NUM:845598400;NUM:376353789,3381723138,NOR
OP:NOR;NUM:851258577;NUM:503098934,3221377288,NOR
OP:NOR;NUM:858044948;NUM:44841083,3428009344,NOR
OP:NOR;NUM:879334999;NUM:303134466,3381004456,NOR
OP:NOR;NUM:974987105;NUM:586149729,3305111710,NOR
OP:NOR;NUM:983909411;NUM:325871359,3289553152,NOR
OP:NOR;NUM:988802336;NUM:713122770,3306164237,NOR
OP:NOR;NUM:0;NUM:0,4294967295,NOR
OP:NOR;NUM:0;NUM:82781043,4212186252,NOR
OP:NOR;NUM:0;NUM:960404579,3334562716,NOR
OP:NOR;NUM:706576068;NUM:0,3588391227,NOR
OP:NOR;NUM:805376514;NUM:0,3489590781,NOR
OP:ANDNOT;NUM:18853632;NUM:690208798,1847040,ANDNOT
OP:ANDNOT;NUM:47207615;NUM:615432361,38802454,ANDNOT
OP:ANDNOT;NUM:71996193;NUM:637111605,135680,ANDNOT
OP:ANDNOT;NUM:107513986;NUM:190160019,69730304,ANDNOT
OP:ANDNOT;NUM:111827134;NUM:36505715,75649164,ANDNOT
OP:ANDNOT;NUM:114746484;NUM:854887216,67265604,ANDNOT
OP:ANDNOT;NUM:133515333;NUM:872865292,66125889,ANDNOT
OP:ANDNOT;NUM:141366003;NUM:52793239,138940512,ANDNOT
OP:ANDNOT;NUM:197490564;NUM:271751618,197486084,ANDNOT
OP:ANDNOT;NUM:222439947;NUM:122383914,134217729,ANDNOT
OP:ANDNOT;NUM:228983431;NUM:90294697,143000070,ANDNOT
OP:ANDNOT;NUM:246681834;NUM:237460308,9437354,ANDNOT
OP:ANDNOT;NUM:279629021;NUM:300018077,656448,ANDNOT
OP:ANDNOT;NUM:281776670;NUM:7199237,276955162,ANDNOT
OP:ANDNOT;NUM:289519653;NUM:989578518,16791585,ANDNOT
OP:ANDNOT;NUM:321773977;NUM:669622645,268714120,ANDNOT
OP:ANDNOT;NUM:327420835;NUM:596537829,268438018,ANDNOT
OP:ANDNOT;NUM:375353253;NUM:854085111,68624896,ANDNOT
OP:ANDNOT;NUM:435434542;NUM:537494902,435433480,ANDNOT
OP:ANDNOT;NUM:452083616;NUM:527390258,9447808,ANDNOT
OP:ANDNOT;NUM:460435523;NUM:560522114,437325889,ANDNOT
OP:ANDNOT;NUM:509248485;NUM:588643686,474612353,ANDNOT
OP:ANDNOT;NUM:526344877;NUM:711284313,354033828,ANDNOT
OP:ANDNOT;NUM:533956542;NUM:566333784,504497830,ANDNOT
OP:ANDNOT;NUM:561328528;NUM:589903990,5505408,ANDNOT
OP:ANDNOT;NUM:578425815;NUM:941032441,40374278,ANDNOT
OP:ANDNOT;NUM:629154684;NUM:975784716,92282992,ANDNOT
OP:ANDNOT;NUM:682705273;NUM:692619293,11616608,ANDNOT
OP:ANDNOT;NUM:693837929;NUM:198924042,536879201,ANDNOT
OP:ANDNOT;NUM:744489767;NUM:70791144,675282951,ANDNOT
OP:ANDNOT;NUM:774072092;NUM:233335009,570623772,ANDNOT
OP:ANDNOT;NUM:825347495;NUM:917861543,16812288,ANDNOT
OP:ANDNOT;NUM:837872308;NUM:947731409,25215012,ANDNOT
OP:ANDNOT;NUM:840008796;NUM:365310030,571573264,ANDNOT
OP:ANDNOT;NUM:873740848;NUM:268634613,605303296,ANDNOT
OP:ANDNOT;NUM:916904540;NUM:367337367,570605640,ANDNOT
OP:ANDNOT;NUM:943307627;NUM:963996939,561760,ANDNOT
OP:ANDNOT;NUM:965714571;NUM:434059142,536903689,ANDNOT
OP:ANDNOT;NUM:971733541;NUM:26001347,946028580,ANDNOT
OP:ANDNOT;NUM:995874701;NUM:510667665,554423308,ANDNOT
OP:ANDNOT;NUM:0;NUM:0,0,ANDNOT
OP:ANDNOT;NUM:0;NUM:337350353,0,ANDNOT
OP:ANDNOT;NUM:0;NUM:592924101,0,ANDNOT
OP:ANDNOT;NUM:620820263;NUM:0,620820263,ANDNOT
OP:ANDNOT;NUM:749714099;NUM:0,749714099,ANDNOT
OP:OR;NUM:14881395;NUM:233350243,233551475,OR
OP:OR;NUM:20503734;NUM:806808786,826211574,OR
OP:OR;NUM:49152737;NUM:110177203,117386227,OR
OP:OR;NUM:59633966;NUM:751323067,802027455,OR
OP:OR;NUM:72119523;NUM:548421513,620527595,OR
OP:OR;NUM:73337574;NUM:118233041,123674615,OR
OP:OR;NUM:77167475;NUM:663672956,664796031,OR
OP:OR;NUM:111748430;NUM:400172139,402335087,OR
OP:OR;NUM:185811970;NUM:811837047,997451383,OR
OP:OR;NUM:207999251;NUM:228009663,234354623,OR
OP:OR;NUM:249129720;NUM:134120029,268430077,OR
OP:OR;NUM:271600815;NUM:205133459,473587391,OR
OP:OR;NUM:287008807;NUM:289239014,289370087,OR
OP:OR;NUM:316130398;NUM:492361981,534764799,OR
OP:OR;NUM:353632832;NUM:942176354,1027373666,OR
OP:OR;NUM:358616109;NUM:145857353,502374253,OR
OP:OR;NUM:372691792;NUM:384813427,385866611,OR
OP:OR;NUM:411326607;NUM:91972858,503282943,OR
OP:OR;NUM:413428726;NUM:775458979,1052572663,OR
OP:OR;NUM:419162213;NUM:60966767,469495663,OR
OP:OR;NUM:434931357;NUM:212071539,502265599,OR
OP:OR;NUM:476459083;NUM:652456984,1055372379,OR
OP:OR;NUM:525785575;NUM:61806427,536862719,OR
OP:OR;NUM:640973014;NUM:927676841,931101183,OR
OP:OR;NUM:685553195;NUM:852077450,987611051,OR
OP:OR;NUM:733909736;NUM:133295002,805305338,OR
OP:OR;NUM:738484138;NUM:829496949,1031102463,OR
OP:OR;NUM:754045018;NUM:579119410,787872122,OR
OP:OR;NUM:793569725;NUM:249683625,804126653,OR
OP:OR;NUM:796319001;NUM:115187439,805298175,OR
OP:OR;NUM:810090660;NUM:22923882,828230382,OR
OP:OR;NUM:822435898;NUM:573748417,859305211,OR
OP:OR;NUM:859001166;NUM:295626664,868218862,OR
OP:OR;NUM:863963195;NUM:750456694,1073680255,OR
OP:OR;NUM:865870414;NUM:722414065,1000287231,OR
OP:OR;NUM:888953923;NUM:995016723,1073667155,OR
OP:OR;NUM:930919696;NUM:316607478,939507702,OR
OP:OR;NUM:939043195;NUM:148176397,1073545087,OR
OP:OR;NUM:974673096;NUM:203327356,1042208764,OR
OP:OR;NUM:977628401;NUM:541170973,977665533,OR
OP:OR;NUM:0;NUM:0,0,OR
OP:OR;NUM:0;NUM:26197318,26197318,OR
OP:OR;NUM:0;NUM:709018836,709018836,OR
OP:OR;NUM:249673404;NUM:0,249673404,OR
OP:OR;NUM:267571373;NUM:0,267571373,OR
OP:AND;NUM:29514535;NUM:779572274,4345890,AND
OP:AND;NUM:52096348;NUM:128800045,50873612,AND
OP:AND;NUM:69485135;NUM:939939502,279054,AND
OP:AND;NUM:147768597;NUM:823025495,935189,AND
OP:AND;NUM:164600231;NUM:121520788,17694852,AND
OP:AND;NUM:167365279;NUM:555128948,17860628,AND
OP:AND;NUM:170824758;NUM:32616419,2130978,AND
OP:AND;NUM:198789252;NUM:845107392,39403648,AND
OP:AND;NUM:215941275;NUM:446135726,144113802,AND
OP:AND;NUM:217651367;NUM:706438049,135856289,AND
OP:AND;NUM:231405671;NUM:9707623,8396903,AND
OP:AND;NUM:233501453;NUM:246398998,212516868,AND
OP:AND;NUM:256046512;NUM:795852198,256030112,AND
OP:AND;NUM:273503312;NUM:427798452,273482768,AND
OP:AND;NUM:286938420;NUM:950397032,268451872,AND
OP:AND;NUM:367555504;NUM:521470435,352321952,AND
OP:AND;NUM:445040979;NUM:68375194,147474,AND
OP:AND;NUM:450717583;NUM:61042941,42033293,AND
OP:AND;NUM:479932420;NUM:575107478,208900,AND
OP:AND;NUM:489076292;NUM:348642253,335974980,AND
OP:AND;NUM:502494556;NUM:736008855,164761620,AND
OP:AND;NUM:549795776;NUM:986643874,549729664,AND
OP:AND;NUM:553018114;NUM:191241611,6684930,AND
OP:AND;NUM:558788087;NUM:253009890,17042914,AND
OP:AND;NUM:579517628;NUM:906657791,571096252,AND
OP:AND;NUM:623538043;NUM:853861673,538993961,AND
OP:AND;NUM:627736669;NUM:356356229,86540293,AND
OP:AND;NUM:674622312;NUM:911424415,537996040,AND
OP:AND;NUM:674975072;NUM:4198626,96,AND
OP:AND;NUM:688258848;NUM:348517201,389888,AND
OP:AND;NUM:742033979;NUM:819278595,537920003,AND
OP:AND;NUM:827171818;NUM:807761797,805643136,AND
OP:AND;NUM:840148894;NUM:853990148,839025412,AND
OP:AND;NUM:845614850;NUM:851833768,843383552,AND
OP:AND;NUM:860587315;NUM:718359740,574686256,AND
OP:AND;NUM:871028248;NUM:257423885,54710792,AND
OP:AND;NUM:901369599;NUM:962438180,823755812,AND
OP:AND;NUM:901535315;NUM:243337959,75498051,AND
OP:AND;NUM:927632202;NUM:586399487,574786122,AND
OP:AND;NUM:974406252;NUM:354640285,268451852,AND
OP:AND;NUM:0;NUM:0,0,AND
OP:AND;NUM:0;NUM:515357080,0,AND
OP:AND;NUM:0;NUM:889912031,0,AND
OP:AND;NUM:977080869;NUM:0,0,AND
OP:AND;NUM:82261701;NUM:0,0,AND
OP:ORNOT;NUM:10652770;NUM:915910376,3387612535,ORNOT
OP:ORNOT;NUM:12435882;NUM:173162780,4122869739,ORNOT
OP:ORNOT;NUM:20133223;NUM:608542641,3686495599,ORNOT
OP:ORNOT;NUM:21359170;NUM:249459130,4049989191,ORNOT
OP:ORNOT;NUM:97309417;NUM:969507647,3355377385,ORNOT
OP:ORNOT;NUM:108457049;NUM:406695433,3891723775,ORNOT
OP:ORNOT;NUM:109903527;NUM:103797539,4292673279,ORNOT
OP:ORNOT;NUM:140167249;NUM:499312517,3934247035,ORNOT
OP:ORNOT;NUM:151685406;NUM:954135669,3475737502,ORNOT
OP:ORNOT;NUM:166862314;NUM:622853859,3690077694,ORNOT
OP:ORNOT;NUM:173179661;NUM:825561433,3470454703,ORNOT
OP:ORNOT;NUM:186439455;NUM:516657626,3946643263,ORNOT
OP:ORNOT;NUM:195241975;NUM:843873861,3484657663,ORNOT
OP:ORNOT;NUM:197609914;NUM:169475691,4293347774,ORNOT
OP:ORNOT;NUM:263545039;NUM:585064867,3753246431,ORNOT
OP:ORNOT;NUM:271560541;NUM:989475625,3576688607,ORNOT
OP:ORNOT;NUM:292518024;NUM:388642140,4194302635,ORNOT
OP:ORNOT;NUM:295270238;NUM:8802520,4294573951,ORNOT
OP:ORNOT;NUM:327216235;NUM:422500057,4157730159,ORNOT
OP:ORNOT;NUM:422319035;NUM:95101094,4219265019,ORNOT
OP:ORNOT;NUM:428514850;NUM:537669870,3757825843,ORNOT
OP:ORNOT;NUM:438037083;NUM:786584055,3676302939,ORNOT
OP:ORNOT;NUM:447493730;NUM:296575215,4278108018,ORNOT
OP:ORNOT;NUM:509324239;NUM:552884670,3747327951,ORNOT
OP:ORNOT;NUM:517313390;NUM:503704317,4294940526,ORNOT
OP:ORNOT;NUM:565118292;NUM:529751234,3790579581,ORNOT
OP:ORNOT;NUM:596757602;NUM:943415688,3889553015,ORNOT
OP:ORNOT;NUM:620109971;NUM:279379218,4026475263,ORNOT
OP:ORNOT;NUM:657584921;NUM:58203630,4290245401,ORNOT
OP:ORNOT;NUM:674857973;NUM:999983119,3967678453,ORNOT
OP:ORNOT;NUM:693521916;NUM:147652310,4286008829,ORNOT
OP:ORNOT;NUM:734794204;NUM:307527544,4025455071,ORNOT
OP:ORNOT;NUM:740956877;NUM:337577909,4025154255,ORNOT
OP:ORNOT;NUM:754848154;NUM:93371902,4278145947,ORNOT
OP:ORNOT;NUM:946402729;NUM:519640158,4184801193,ORNOT
OP:ORNOT;NUM:965112465;NUM:225065944,4221040311,ORNOT
OP:ORNOT;NUM:967133888;NUM:861693507,4255636476,ORNOT
OP:ORNOT;NUM:975494839;NUM:984253334,4285923071,ORNOT
OP:ORNOT;NUM:979573005;NUM:124369820,4210515311,ORNOT
OP:ORNOT;NUM:995608200;NUM:913343353,4225760910,ORNOT
OP:ORNOT;NUM:0;NUM:0,4294967295,ORNOT
OP:ORNOT;NUM:0;NUM:678127006,3616840289,ORNOT
OP:ORNOT;NUM:0;NUM:334239544,3960727751,ORNOT
OP:ORNOT;NUM:933684668;NUM:0,4294967295,ORNOT
OP:ORNOT;NUM:613437790;NUM:0,4294967295,ORNOT
OP:EQU;NUM:4201920;NUM:272529957,4018247706,EQU
OP:EQU;NUM:4688833;NUM:780615597,3510586259,EQU
OP:EQU;NUM:73106537;NUM:656789115,3699488237,EQU
OP:EQU;NUM:78323196;NUM:875673560,3479524827,EQU
OP:EQU;NUM:86874386;NUM:287355459,3958559918,EQU
OP:EQU;NUM:139053979;NUM:940888017,3483564981,EQU
OP:EQU;NUM:158517207;NUM:52179593,4119923361,EQU
OP:EQU;NUM:217091516;NUM:37971113,4048295658,EQU
OP:EQU;NUM:217498459;NUM:84204997,4128104801,EQU
OP:EQU;NUM:251671686;NUM:168794584,4210053793,EQU
OP:EQU;NUM:261243179;NUM:972341364,3382279840,EQU
OP:EQU;NUM:270281039;NUM:535713093,4027417589,EQU
OP:EQU;NUM:271177334;NUM:624415246,3403807623,EQU
OP:EQU;NUM:412902555;NUM:649221140,3251752816,EQU
OP:EQU;NUM:413555867;NUM:522166867,4165337399,EQU
OP:EQU;NUM:418994576;NUM:466747530,4241794789,EQU
OP:EQU;NUM:424562532;NUM:284041407,4133457956,EQU
OP:EQU;NUM:434643639;NUM:815016048,3598972216,EQU
OP:EQU;NUM:449675946;NUM:746487549,3377202088,EQU
OP:EQU;NUM:476309568;NUM:839919109,3515625914,EQU
OP:EQU;NUM:515936007;NUM:5747337,3781739121,EQU
OP:EQU;NUM:548332001;NUM:219686841,3528014247,EQU
OP:EQU;NUM:554218465;NUM:53844975,3720534001,EQU
OP:EQU;NUM:554679290;NUM:60481871,3714753866,EQU
OP:EQU;NUM:608813872;NUM:89325278,3739533841,EQU
OP:EQU;NUM:623186567;NUM:423901289,3281966353,EQU
OP:EQU;NUM:650847991;NUM:945914182,3780466766,EQU
OP:EQU;NUM:653532558;NUM:864776111,3934293470,EQU
OP:EQU;NUM:685434848;NUM:260336758,3634459753,EQU
OP:EQU;NUM:699811407;NUM:749208791,4209098087,EQU
OP:EQU;NUM:768527542;NUM:938698877,3854719796,EQU
OP:EQU;NUM:791468563;NUM:845718507,3803940359,EQU
OP:EQU;NUM:804762141;NUM:375722111,3329056157,EQU
OP:EQU;NUM:810509478;NUM:534239318,3496428303,EQU
OP:EQU;NUM:818085429;NUM:860824737,4235339115,EQU
OP:EQU;NUM:869638437;NUM:77192812,3367207094,EQU
OP:EQU;NUM:904311953;NUM:5941124,3393449194,EQU
OP:EQU;NUM:929596189;NUM:257041259,3351601033,EQU
OP:EQU;NUM:971842813;NUM:262423556,3384188678,EQU
OP:EQU;NUM:973965427;NUM:494305100,3632531648,EQU
OP:EQU;NUM:0;NUM:0,4294967295,EQU
OP:EQU;NUM:0;NUM:721200418,3573766877,EQU
OP:EQU;NUM:0;NUM:691334730,3603632565,EQU
OP:EQU;NUM:415356577;NUM:0,3879610718,EQU
OP:EQU;NUM:392104571;NUM:0,3902862724,EQU
OP:NAND;NUM:17538464;NUM:86987679,4277464703,NAND
OP:NAND;NUM:36948553;NUM:153200300,4292771319,NAND
OP:NAND;NUM:72921237;NUM:766631205,4226772986,NAND
OP:NAND;NUM:76475166;NUM:391475023,4227568881,NAND
OP:NAND;NUM:103045118;NUM:503127790,4225493265,NAND
OP:NAND;NUM:153007857;NUM:789437601,4143147870,NAND
OP:NAND;NUM:165993785;NUM:416310708,4148148943,NAND
OP:NAND;NUM:177174030;NUM:851237751,4252216825,NAND
OP:NAND;NUM:180355995;NUM:655358344,4261412471,NAND
OP:NAND;NUM:181030378;NUM:658705818,4257084021,NAND
OP:NAND;NUM:184604345;NUM:425147478,4143967215,NAND
OP:NAND;NUM:204491607;NUM:681394352,4159684591,NAND
OP:NAND;NUM:209352819;NUM:713796776,4160083935,NAND
OP:NAND;NUM:228212140;NUM:518862155,4084714231,NAND
OP:NAND;NUM:238571231;NUM:235920947,4059541996,NAND
OP:NAND;NUM:242395110;NUM:891093115,4226809757,NAND
OP:NAND;NUM:247510952;NUM:867709798,4253011167,NAND
OP:NAND;NUM:247936840;NUM:648862148,4185648831,NAND
OP:NAND;NUM:285490502;NUM:54040064,4278184959,NAND
OP:NAND;NUM:289262880;NUM:195173063,4276090879,NAND
OP:NAND;NUM:309171112;NUM:834545000,4023647959,NAND
OP:NAND;NUM:382540751;NUM:361823877,3951027578,NAND
OP:NAND;NUM:411465361;NUM:645496102,4294937599,NAND
OP:NAND;NUM:442310808;NUM:281503900,4022001511,NAND
OP:NAND;NUM:460185281;NUM:344846430,4025626559,NAND
OP:NAND;NUM:465505425;NUM:748541220,4150459391,NAND
OP:NAND;NUM:476785584;NUM:825221329,4023705455,NAND
OP:NAND;NUM:501007044;NUM:321471216,4009213247,NAND
OP:NAND;NUM:529298487;NUM:466108245,3833056234,NAND
OP:NAND;NUM:552692054;NUM:617412570,3745488557,NAND
OP:NAND;NUM:595966630;NUM:909606492,3724199419,NAND
OP:NAND;NUM:696036185;NUM:924158988,3739973623,NAND
OP:NAND;NUM:710154379;NUM:577284489,3720345462,NAND
OP:NAND;NUM:756028866;NUM:15036593,4294963071,NAND
OP:NAND;NUM:759396390;NUM:59920899,4278038525,NAND
OP:NAND;NUM:807688229;NUM:514831734,4024168411,NAND
OP:NAND;NUM:864506389;NUM:161104722,4269653487,NAND
OP:NAND;NUM:866815272;NUM:653563357,3714022135,NAND
OP:NAND;NUM:883594474;NUM:303932752,4025973695,NAND
OP:NAND;NUM:887433379;NUM:991949813,3489324894,NAND
OP:NAND;NUM:0;NUM:0,4294967295,NAND
OP:NAND;NUM:0;NUM:630053393,4294967295,NAND
OP:NAND;NUM:0;NUM:806043322,4294967295,NAND
OP:NAND;NUM:882746869;NUM:0,4294967295,NAND
OP:NAND;NUM:78002038;NUM:0,4294967295,NAND
