input,output,type
NUM:152755924;NUM:349680754;OP:XOR,500001446,XOR
NUM:171635242;NUM:585661042;OP:XOR,684886104,XOR
NUM:202018980;NUM:557509849;OP:XOR,758152317,XOR
NUM:204882071;NUM:746492374;OP:XOR,541643073,XOR
NUM:205597499;NUM:682087061;OP:XOR,619116974,XOR
NUM:275035439;NUM:666404376;OP:XOR,937177911,XOR
NUM:289462085;NUM:675282125;OP:XOR,964635528,XOR
NUM:312284705;NUM:414780883;OP:XOR,170138610,XOR
NUM:329863436;NUM:706743282;OP:XOR,965303038,XOR
NUM:333770007;NUM:863730980;OP:XOR,547328051,XOR
NUM:388511602;NUM:829806687;OP:XOR,643690285,XOR
NUM:400803939;NUM:71493397;OP:XOR,329330550,XOR
NUM:451367624;NUM:122797222;OP:XOR,498527854,XOR
NUM:474184351;NUM:871652274;OP:XOR,800530733,XOR
NUM:475487964;NUM:527555623;OP:XOR,52855547,XOR
NUM:502790541;NUM:490703197;OP:XOR,13136080,XOR
NUM:515128810;NUM:353943302;OP:XOR,195855084,XOR
NUM:579816738;NUM:956695547;OP:XOR,461983449,XOR
NUM:585120425;NUM:505195092;OP:XOR,1023185149,XOR
NUM:594744386;NUM:324306976;OP:XOR,807902306,XOR
NUM:618403076;NUM:533140726;OP:XOR,991625714,XOR
NUM:642700953;NUM:755242009;OP:XOR,189448832,XOR
NUM:669756163;NUM:244245428;OP:XOR,694503607,XOR
NUM:692113656;NUM:986112106;OP:XOR,327561362,XOR
NUM:733335093;NUM:110012200;OP:XOR,758868253,XOR
NUM:761261828;NUM:45400780;OP:XOR,803941832,XOR
NUM:781956896;NUM:586018280;OP:XOR,209083080,XOR
NUM:822895559;NUM:812603368;OP:XOR,23278639,XOR
NUM:840788700;NUM:921802542;OP:XOR,82640370,XOR
NUM:857263733;NUM:532604406;OP:XOR,749087619,XOR
NUM:939528462;NUM:276759803;OP:XOR,679417333,XOR
NUM:948453046;NUM:2125724;OP:XOR,950554922,XOR
NUM:956692098;NUM:505467150;OP:XOR,656746380,XOR
NUM:0;NUM:0;OP:XOR,0,XOR
NUM:0;NUM:730107070;OP:XOR,730107070,XOR
NUM:0;NUM:63826919;OP:XOR,63826919,XOR
NUM:195000447;NUM:0;OP:XOR,195000447,XOR
NUM:17845433;NUM:0;OP:XOR,17845433,XOR
NUM:15915410;NUM:316344019;OP:NOR,3976470572,NOR
NUM:74604275;NUM:837776403;OP:NOR,3389030668,NOR
NUM:76804721;NUM:304791597;OP:NOR,3913551234,NOR
NUM:80169990;NUM:886088729;OP:NOR,3408401376,NOR
NUM:95484601;NUM:292641656;OP:NOR,3926787078,NOR
NUM:113564992;NUM:602367738;OP:NOR,3625451525,NOR
NUM:162293642;NUM:630324307;OP:NOR,3527540772,NOR
NUM:165416929;NUM:264710243;OP:NOR,4028682268,NOR
NUM:185438709;NUM:512737395;OP:NOR,3765448200,NOR
NUM:308550968;NUM:740690864;OP:NOR,3248087111,NOR
NUM:327393556;NUM:694592804;OP:NOR,3289930443,NOR
NUM:360776264;NUM:464027490;OP:NOR,3763765397,NOR
NUM:404659384;NUM:8868653;OP:NOR,3881836610,NOR
NUM:419747980;NUM:186803840;OP:NOR,3839426931,NOR
NUM:474326773;NUM:870611745;OP:NOR,3222929418,NOR
NUM:483592403;NUM:51675945;OP:NOR,3760747524,NOR
NUM:496088706;NUM:877773709;OP:NOR,3257796720,NOR
NUM:510276966;NUM:116649704;OP:NOR,3775135761,NOR
NUM:515845581;NUM:587022981;OP:NOR,3238039602,NOR
NUM:518989736;NUM:722480321;OP:NOR,3221278742,NOR
NUM:580035305;NUM:965060637;OP:NOR,3295171842,NOR
NUM:603489442;NUM:157392396;OP:NOR,3557187921,NOR
NUM:604829639;NUM:993044932;OP:NOR,3234005048,NOR
NUM:616019199;NUM:622943543;OP:NOR,3662152192,NOR
NUM:643764116;NUM:916916482;OP:NOR,3372281961,NOR
NUM:648975168;NUM:201047044;OP:NOR,3489677499,NOR
NUM:692722743;NUM:560451032;OP:NOR,3599770112,NOR
NUM:697625592;NUM:796278231;OP:NOR,3490250752,NOR
NUM:756441089;NUM:930498704;OP:NOR,3230242670,NOR
NUM:765993546;NUM:755221905;OP:NOR,3528726564,NOR
NUM:783771443;NUM:681405120;OP:NOR,3510669324,NOR
NUM:858031146;NUM:636705402;OP:NOR,3355976069,NOR
NUM:861498609;NUM:649918019;OP:NOR,3355574540,NOR
NUM:883551643;NUM:710734908;OP:NOR,3238134336,NOR
NUM:897020490;NUM:302571434;OP:NOR,3363831829,NOR
NUM:898538132;NUM:615420621;OP:NOR,3394331938,NOR
NUM:930899794;NUM:610616510;OP:NOR,3364001793,NOR
NUM:939551777;NUM:573603288;OP:NOR,3318710790,NOR
NUM:977151124;NUM:917359050;OP:NOR,3242201633,NOR
NUM:998091840;NUM:686512221;OP:NOR,3288335266,NOR
NUM:0;NUM:0;OP:NOR,4294967295,NOR
NUM:0;NUM:886037460;OP:NOR,3408929835,NOR
NUM:0;NUM:539387517;OP:NOR,3755579778,NOR
NUM:433296729;NUM:0;OP:NOR,3861670566,NOR
NUM:901653887;NUM:0;OP:NOR,3393313408,NOR
NUM:5708492;NUM:929250106;OP:ANDNOT,1310916,ANDNOT
NUM:21219224;NUM:619938610;OP:ANDNOT,16794760,ANDNOT
NUM:27673031;NUM:677558960;OP:ANDNOT,25444679,ANDNOT
NUM:31376091;NUM:25190131;OP:ANDNOT,6193160,ANDNOT
NUM:47005577;NUM:895745210;OP:ANDNOT,42730241,ANDNOT
NUM:92607996;NUM:112986516;OP:ANDNOT,16847976,ANDNOT
NUM:110680657;NUM:82705794;OP:ANDNOT,34603601,ANDNOT
NUM:163596680;NUM:681079950;OP:ANDNOT,20973824,ANDNOT
NUM:163739730;NUM:827408591;OP:ANDNOT,142751760,ANDNOT
NUM:182522202;NUM:928415371;OP:ANDNOT,144769360,ANDNOT
NUM:194424144;NUM:560806582;OP:ANDNOT,177374528,ANDNOT
NUM:194439298;NUM:224963859;OP:ANDNOT,43401344,ANDNOT
NUM:198869689;NUM:488112450;OP:ANDNOT,46301881,ANDNOT
NUM:202163437;NUM:37941013;OP:ANDNOT,202113256,ANDNOT
NUM:214510861;NUM:798232678;OP:ANDNOT,4795657,ANDNOT
NUM:289052025;NUM:671683631;OP:ANDNOT,288522576,ANDNOT
NUM:323847534;NUM:108950507;OP:ANDNOT,285312004,ANDNOT
NUM:387714245;NUM:391783830;OP:ANDNOT,264257,ANDNOT
NUM:396949995;NUM:253984431;OP:ANDNOT,277381440,ANDNOT
NUM:450385369;NUM:932711473;OP:ANDNOT,138432968,ANDNOT
NUM:459868069;NUM:753101479;OP:ANDNOT,319292672,ANDNOT
NUM:490219449;NUM:169072369;OP:ANDNOT,354951432,ANDNOT
NUM:495344862;NUM:728784868;OP:ANDNOT,344326170,ANDNOT
NUM:497900588;NUM:917604682;OP:ANDNOT,151802916,ANDNOT
NUM:509206787;NUM:836860636;OP:ANDNOT,236486915,ANDNOT
NUM:526082762;NUM:337611245;OP:ANDNOT,188768770,ANDNOT
NUM:558068830;NUM:575567778;OP:ANDNOT,16842844,ANDNOT
NUM:584200951;NUM:153725014;OP:ANDNOT,584192673,ANDNOT
NUM:627186502;NUM:428425490;OP:ANDNOT,610409028,ANDNOT
NUM:683176385;NUM:104517634;OP:ANDNOT,679485889,ANDNOT
NUM:738634676;NUM:530228836;OP:ANDNOT,537135504,ANDNOT
NUM:753878850;NUM:648320009;OP:ANDNOT,139150146,ANDNOT
NUM:790939803;NUM:370862899;OP:ANDNOT,690225288,ANDNOT
NUM:798521649;NUM:65844493;OP:ANDNOT,739264560,ANDNOT
NUM:857733887;NUM:423084842;OP:ANDNOT,570964181,ANDNOT
NUM:871602395;NUM:697600289;OP:ANDNOT,308482266,ANDNOT
NUM:907947750;NUM:352221325;OP:ANDNOT,570426978,ANDNOT
NUM:929526425;NUM:925882718;OP:ANDNOT,4203137,ANDNOT
NUM:944530858;NUM:529775436;OP:ANDNOT,541869218,ANDNOT
NUM:947269294;NUM:562119710;OP:ANDNOT,410397344,ANDNOT
NUM:0;NUM:0;OP:ANDNOT,0,ANDNOT
NUM:0;NUM:984733087;OP:ANDNOT,0,ANDNOT
NUM:0;NUM:446982740;OP:ANDNOT,0,ANDNOT
NUM:200347855;NUM:0;OP:ANDNOT,200347855,ANDNOT
NUM:886890706;NUM:0;OP:ANDNOT,886890706,ANDNOT
NUM:75645800;NUM:33373411;OP:OR,100630507,OR
NUM:77781858;NUM:446163218;OP:OR,515373938,OR
NUM:121723054;NUM:504745638;OP:OR,525721262,OR
NUM:130665484;NUM:953590026;OP:OR,1071639822,OR
NUM:142208837;NUM:237004986;OP:OR,242872319,OR
NUM:155079914;NUM:593063126;OP:OR,729775358,OR
NUM:166023680;NUM:96945805;OP:OR,233264781,OR
NUM:179640378;NUM:35858126;OP:OR,179781374,OR
NUM:181574561;NUM:684058530;OP:OR,718798755,OR
NUM:208037884;NUM:204307338;OP:OR,208633854,OR
NUM:224322406;NUM:535930191;OP:OR,536864623,OR
NUM:308300998;NUM:755983342;OP:OR,1064267758,OR
NUM:321402501;NUM:669463639;OP:OR,938424023,OR
NUM:350565085;NUM:289964062;OP:OR,367899359,OR
NUM:395526851;NUM:544766281;OP:OR,939228107,OR
NUM:444933971;NUM:89634047;OP:OR,534231039,OR
NUM:457045114;NUM:451726618;OP:OR,469630330,OR
NUM:476735524;NUM:87917502;OP:OR,494922686,OR
NUM:504451582;NUM:815892613;OP:OR,1051843071,OR
NUM:548583643;NUM:508029809;OP:OR,1056439291,OR
NUM:552256980;NUM:378275395;OP:OR,921618391,OR
NUM:565929230;NUM:541546645;OP:OR,570391967,OR
NUM:590337007;NUM:131640009;OP:OR,671087599,OR
NUM:612207330;NUM:871056797;OP:OR,939511807,OR
NUM:645327098;NUM:370289981;OP:OR,913763839,OR
NUM:685662404;NUM:859381291;OP:OR,1006599919,OR
NUM:692434296;NUM:815388805;OP:OR,970849789,OR
NUM:723510857;NUM:522747237;OP:OR,1061158765,OR
NUM:725048103;NUM:285212687;OP:OR,993483567,OR
NUM:763194315;NUM:97180042;OP:OR,771750859,OR
NUM:781317022;NUM:20348258;OP:OR,800587774,OR
NUM:797563884;NUM:158800103;OP:OR,805297135,OR
NUM:835726245;NUM:909676177;OP:OR,939044789,OR
NUM:867477710;NUM:851480793;OP:OR,871676127,OR
NUM:885481322;NUM:211004762;OP:OR,1020788602,OR
NUM:895253871;NUM:880501306;OP:OR,897548159,OR
NUM:905519436;NUM:461298595;OP:OR,1073740783,OR
NUM:935001662;NUM:683036454;OP:OR,1069481790,OR
NUM:941352090;NUM:693072685;OP:OR,962590655,OR
NUM:962341201;NUM:617406823;OP:OR,1037887863,OR
NUM:0;NUM:0;OP:OR,0,OR
NUM:0;NUM:254591950;OP:OR,254591950,OR
NUM:0;NUM:733677685;OP:OR,733677685,OR
NUM:377066717;NUM:0;OP:OR,377066717,OR
NUM:460350455;NUM:0;OP:OR,460350455,OR
NUM:8744145;NUM:973984679;OP:AND,344193,AND
NUM:30956601;NUM:380597793;OP:AND,8934433,AND
NUM:43242625;NUM:924691515;OP:AND,34702337,AND
NUM:113366735;NUM:557004837;OP:AND,69637,AND
NUM:159996004;NUM:313072707;OP:AND,8984640,AND
NUM:175872725;NUM:18512575;OP:AND,1710741,AND
NUM:190268050;NUM:446176996;OP:AND,168821376,AND
NUM:197948688;NUM:482930142;OP:AND,147350800,AND
NUM:222040471;NUM:730939510;OP:AND,152043542,AND
NUM:255530918;NUM:640550882;OP:AND,103417762,AND
NUM:255990528;NUM:942026946;OP:AND,134352896,AND
NUM:281819712;NUM:651538717;OP:AND,12857344,AND
NUM:286040567;NUM:489161293;OP:AND,285737029,AND
NUM:297842695;NUM:126126374;OP:AND,25200646,AND
NUM:311369131;NUM:154198675;OP:AND,131,AND
NUM:387564303;NUM:137400842;OP:AND,1081866,AND
NUM:423570793;NUM:738998079;OP:AND,135013673,AND
NUM:436019121;NUM:15263379;OP:AND,15206033,AND
NUM:447277909;NUM:100400022;OP:AND,11070228,AND
NUM:447338734;NUM:619949695;OP:AND,10586222,AND
NUM:473430780;NUM:27694025;OP:AND,2527944,AND
NUM:478132501;NUM:998103162;OP:AND,410884112,AND
NUM:528845207;NUM:89146559;OP:AND,83886231,AND
NUM:533098639;NUM:51214922;OP:AND,50622474,AND
NUM:535038816;NUM:346306103;OP:AND,346292768,AND
NUM:544752492;NUM:217279652;OP:AND,7356452,AND
NUM:567530264;NUM:839695085;OP:AND,536908296,AND
NUM:608154843;NUM:989554188;OP:AND,540746760,AND
NUM:678004477;NUM:137220618;OP:AND,136937992,AND
NUM:717483365;NUM:347307312;OP:AND,8613152,AND
NUM:735617127;NUM:654288017;OP:AND,584622081,AND
NUM:741629413;NUM:91929706;OP:AND,70261856,AND
NUM:762544744;NUM:169021513;OP:AND,135462984,AND
NUM:780897038;NUM:234315077;OP:AND,209914116,AND
NUM:847254773;NUM:255379537;OP:AND,33554513,AND
NUM:862338571;NUM:452327356;OP:AND,308557320,AND
NUM:908509730;NUM:281591497;OP:AND,268468736,AND
NUM:911872929;NUM:450495245;OP:AND,307888897,AND
NUM:915449744;NUM:628150453;OP:AND,605061264,AND
NUM:930962652;NUM:291008839;OP:AND,291000388,AND
NUM:0;NUM:0;OP:AND,0,AND
NUM:0;NUM:273382949;OP:AND,0,AND
NUM:0;NUM:232687585;OP:AND,0,AND
NUM:573439881;NUM:0;OP:AND,0,AND
NUM:469033323;NUM:0;OP:AND,0,AND
NUM:35812345;NUM:885213683;OP:ORNOT,3409901565,ORNOT
NUM:73198095;NUM:985505822;OP:ORNOT,3311337455,ORNOT
NUM:98079295;NUM:579544190;OP:ORNOT,3724336063,ORNOT
NUM:145633210;NUM:321797091;OP:ORNOT,3976196030,ORNOT
NUM:156332032;NUM:640301758;OP:ORNOT,3654677825,ORNOT
NUM:174719110;NUM:978585266;OP:ORNOT,3488348623,ORNOT
NUM:223869921;NUM:443250029;OP:ORNOT,3990354931,ORNOT
NUM:227957796;NUM:494322091;OP:ORNOT,4020207220,ORNOT
NUM:283674849;NUM:804475806;OP:ORNOT,3505171681,ORNOT
NUM:295715755;NUM:119268083;OP:ORNOT,4192493487,ORNOT
NUM:305238513;NUM:126017740;OP:ORNOT,4202536947,ORNOT
NUM:312271084;NUM:199531930;OP:ORNOT,4137673453,ORNOT
NUM:347770486;NUM:836761174;OP:ORNOT,3736768511,ORNOT
NUM:367877211;NUM:458602603;OP:ORNOT,4126105567,ORNOT
NUM:421717458;NUM:702343728;OP:ORNOT,3743675871,ORNOT
NUM:435317618;NUM:265719893;OP:ORNOT,4194004986,ORNOT
NUM:491311682;NUM:973841617;OP:ORNOT,3724335982,ORNOT
NUM:528292363;NUM:368870759;OP:ORNOT,4286544539,ORNOT
NUM:531842446;NUM:84743584;OP:ORNOT,4294176735,ORNOT
NUM:561030413;NUM:30250400;OP:ORNOT,4285722463,ORNOT
NUM:566898911;NUM:620676480;OP:ORNOT,4224400127,ORNOT
NUM:567033965;NUM:182525592;OP:ORNOT,4125024623,ORNOT
NUM:614437412;NUM:122903144;OP:ORNOT,4240422839,ORNOT
NUM:632765341;NUM:175785102;OP:ORNOT,4122459133,ORNOT
NUM:641158690;NUM:630431490;OP:ORNOT,4269764351,ORNOT
NUM:647438898;NUM:129458568;OP:ORNOT,4276076151,ORNOT
NUM:703816470;NUM:854654834;OP:ORNOT,3992937375,ORNOT
NUM:732495789;NUM:275816501;OP:ORNOT,4021288943,ORNOT
NUM:735642612;NUM:464861942;OP:ORNOT,4024158205,ORNOT
NUM:745414434;NUM:454424199;OP:ORNOT,3975028602,ORNOT
NUM:795510204;NUM:74367362;OP:ORNOT,4294688765,ORNOT
NUM:828349919;NUM:410830994;OP:ORNOT,4158636031,ORNOT
NUM:848367948;NUM:202328235;OP:ORNOT,4092704604,ORNOT
NUM:851626011;NUM:280584050;OP:ORNOT,4291225759,ORNOT
NUM:854767413;NUM:366813238;OP:ORNOT,4210229245,ORNOT
NUM:884108645;NUM:225215457;OP:ORNOT,4138958207,ORNOT
NUM:899453218;NUM:272203752;OP:ORNOT,4292776247,ORNOT
NUM:917218732;NUM:561794420;OP:ORNOT,4272666543,ORNOT
NUM:974930948;NUM:27148599;OP:ORNOT,4269670092,ORNOT
NUM:987055929;NUM:120183334;OP:ORNOT,4208420857,ORNOT
NUM:0;NUM:0;OP:ORNOT,4294967295,ORNOT
NUM:0;NUM:3518766;OP:ORNOT,4291448529,ORNOT
NUM:0;NUM:251901939;OP:ORNOT,4043065356,ORNOT
NUM:888676771;NUM:0;OP:ORNOT,4294967295,ORNOT
NUM:566303568;NUM:0;OP:ORNOT,4294967295,ORNOT
NUM:31559704;NUM:479215581;OP:EQU,3800977466,EQU
NUM:78170058;NUM:869384631;OP:EQU,3364288898,EQU
NUM:89245735;NUM:613355616;OP:EQU,3726714808,EQU
NUM:129743761;NUM:503996928;OP:EQU,3863881326,EQU
NUM:133456287;NUM:128972277;OP:EQU,4288965525,EQU
NUM:140118344;NUM:603033577;OP:EQU,3562305886,EQU
NUM:141763706;NUM:89246248;OP:EQU,4074574253,EQU
NUM:168869186;NUM:788543576;OP:EQU,3673127653,EQU
NUM:181679529;NUM:286911749;OP:EQU,3828492115,EQU
NUM:202210035;NUM:306104187;OP:EQU,3788259959,EQU
NUM:207287659;NUM:414321565;OP:EQU,3944153353,EQU
NUM:215081233;NUM:669586143;OP:EQU,3569814577,EQU
NUM:216386973;NUM:325670145;OP:EQU,3765659491,EQU
NUM:224994441;NUM:891437661;OP:EQU,3350501675,EQU
NUM:248487723;NUM:350192734;OP:EQU,3857704074,EQU
NUM:285961794;NUM:304411768;OP:EQU,4241515973,EQU
NUM:286275510;NUM:541138478;OP:EQU,3467564647,EQU
NUM:391660460;NUM:663831176;OP:EQU,3476487899,EQU
NUM:446739168;NUM:217687317;OP:EQU,3920029706,EQU
NUM:448156022;NUM:749850943;OP:EQU,3388506038,EQU
NUM:449290551;NUM:449772793;OP:EQU,4294353457,EQU
NUM:452988468;NUM:966003842;OP:EQU,3714841929,EQU
NUM:465745235;NUM:682110955;OP:EQU,3432342855,EQU
NUM:476400827;NUM:550843433;OP:EQU,3276769133,EQU
NUM:496598785;NUM:543712767;OP:EQU,3255756033,EQU
NUM:504234468;NUM:446059235;OP:EQU,4217875704,EQU
NUM:530524771;NUM:371759321;OP:EQU,4131933509,EQU
NUM:562158008;NUM:659823733;OP:EQU,4180294194,EQU
NUM:691800158;NUM:935329124;OP:EQU,3783002821,EQU
NUM:706693378;NUM:669148774;OP:EQU,4060270747,EQU
NUM:774148739;NUM:833050310;OP:EQU,3766238138,EQU
NUM:789404027;NUM:366392650;OP:EQU,3307475918,EQU
NUM:824086289;NUM:973618665;OP:EQU,4108930311,EQU
NUM:867805580;NUM:62206864;OP:EQU,3488835043,EQU
NUM:877316350;NUM:348392876;OP:EQU,3748739757,EQU
NUM:891667523;NUM:840788985;OP:EQU,4173811781,EQU
NUM:917104002;NUM:397936843;OP:EQU,3740144310,EQU
NUM:949852270;NUM:962671025;OP:EQU,4261631520,EQU
NUM:972305652;NUM:707928911;OP:EQU,3963217988,EQU
NUM:999804784;NUM:431393507;OP:EQU,3722361452,EQU
NUM:0;NUM:0;OP:EQU,4294967295,EQU
NUM:0;NUM:274204997;OP:EQU,4020762298,EQU
NUM:0;NUM:239235645;OP:EQU,4055731650,EQU
NUM:47283750;NUM:0;OP:EQU,4247683545,EQU
NUM:62095112;NUM:0;OP:EQU,4232872183,EQU
NUM:13333777;NUM:228707719;OP:NAND,4286495486,NAND
NUM:15235934;NUM:76569233;OP:NAND,4286555631,NAND
NUM:16163410;NUM:29797548;OP:NAND,4281950207,NAND
NUM:23002712;NUM:609192436;OP:NAND,4289820591,NAND
NUM:39481634;NUM:491172960;OP:NAND,4290629599,NAND
NUM:45498866;NUM:221217363;OP:NAND,4292476845,NAND
NUM:69183214;NUM:587056730;OP:NAND,4293032373,NAND
NUM:220259613;NUM:501406304;OP:NAND,4074717183,NAND
NUM:263972319;NUM:556195701;OP:NAND,4275911338,NAND
NUM:270135613;NUM:599924909;OP:NAND,4294959058,NAND
NUM:307941260;NUM:617252260;OP:NAND,4290083451,NAND
NUM:317363403;NUM:298220112;OP:NAND,4013813695,NAND
NUM:318921085;NUM:179030160;OP:NAND,4261263343,NAND
NUM:365279399;NUM:278802937;OP:NAND,4017868638,NAND
NUM:366000973;NUM:247747968;OP:NAND,4215271167,NAND
NUM:374206945;NUM:912951696;OP:NAND,3921116799,NAND
NUM:411310854;NUM:810935504;OP:NAND,4026269695,NAND
NUM:462154371;NUM:887623720;OP:NAND,4017618943,NAND
NUM:497302256;NUM:344398310;OP:NAND,3950765855,NAND
NUM:500934354;NUM:337217842;OP:NAND,3957751789,NAND
NUM:565439000;NUM:266548283;OP:NAND,4267499495,NAND
NUM:592831540;NUM:308377528;OP:NAND,4257127375,NAND
NUM:597790241;NUM:374978326;OP:NAND,4261313023,NAND
NUM:598282865;NUM:603842985;OP:NAND,3696689118,NAND
NUM:639477668;NUM:798392648;OP:NAND,3656089343,NAND
NUM:682072904;NUM:932598025;OP:NAND,3749310199,NAND
NUM:721107712;NUM:792707243;OP:NAND,3586457599,NAND
NUM:734767107;NUM:926875056;OP:NAND,3707066367,NAND
NUM:746931424;NUM:418251856;OP:NAND,4152097727,NAND
NUM:760450816;NUM:956001759;OP:NAND,3618435839,NAND
NUM:775763909;NUM:449754237;OP:NAND,4126395322,NAND
NUM:778668048;NUM:396080691;OP:NAND,4193681391,NAND
NUM:834952240;NUM:753736894;OP:NAND,3745244111,NAND
NUM:857084380;NUM:309713325;OP:NAND,3991662195,NAND
NUM:876828766;NUM:318091159;OP:NAND,4022269929,NAND
NUM:883303004;NUM:757856924;OP:NAND,3688750563,NAND
NUM:894382722;NUM:788007302;OP:NAND,3686268797,NAND
NUM:942393399;NUM:423362552;OP:NAND,3889444815,NAND
NUM:985330099;NUM:639519829;OP:NAND,3722821614,NAND
NUM:985737245;NUM:355890548;OP:NAND,4026523627,NAND
NUM:0;NUM:0;OP:NAND,4294967295,NAND
NUM:0;NUM:238706399;OP:NAND,4294967295,NAND
NUM:0;NUM:971753353;OP:NAND,4294967295,NAND
NUM:965547403;NUM:0;OP:NAND,4294967295,NAND
NUM:87536080;NUM:0;OP:NAND,4294967295,NAND
